name,websiteUrl,description,applicationUrl,applicationUrl2,applicationUrl3
Digitalcube,https://www.digitalcube.jp,WordPressを軸とした「自社プロダクト開発」と「受託開発」を行う会社です。,https://ja.amimoto-ami.com/,https://www.getshifter.io/,
